Título,Preço,Tipo,Rua,Bairro,CEP,Latitude,Longitude,Tipo Vendedor,Quartos,Suítes,Área Útil (m2),Área Total (m2),Vagas,Taxa Condomínio,IPTU,Data Coleta,Education,Entertainment,Financial,Healthcare,Sustenance,Transportation,Others
Apartamento com piscina em Boa Viagem,750000,Residencial,Rua Setúbal,Boa Viagem,51130010,-8.1403918,-34.9039729,Imobiliária,4,1,180,180,1,400,,2017-04-09 23:43:55.336328,,,,,,,
Apartamento com piscina e salão de festas em Madalena,610000,Residencial,Não Informado,Madalena,,,,Imobiliária,3,1,86,86,2,400,,2017-04-09 23:43:55.355798,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,570000,Residencial,,Boa Viagem,,-8.0475622,-34.8769643,Imobiliária,3,1,83,,2,400,,2017-04-09 23:43:55.379683,,,,,,,
Apartamento com frente para o mar em Boa Viagem,730000,Residencial,Avenida Boa Viagem,Boa Viagem,51021000,-8.1219717,-34.8959942,Pessoa Física,3,1,133,190,1,400,300,2017-04-09 23:43:55.641473,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,3790000,Residencial,Avenida Boa Viagem,Boa Viagem,51021000,-8.1230554581,-34.8964958191,Imobiliária,4,4,420,420,4,400,,2017-04-09 23:43:55.788117,,,,,,,
Apartamento com piscina e sauna em Pina,1800000,Residencial,Rua Amazonas,Pina,51011025,-8.1003502,-34.885767,Imobiliária,4,3,152,152,2,400,,2017-04-09 23:43:55.865220,,,,,,,
Apartamento com piscina e sauna em Casa Forte,380000,Residencial,"Estrada Ubaias,Das",Casa Forte,52061080,-8.035595,-34.9217169,Imobiliária,2,1,60,90,1,400,,2017-04-09 23:43:55.942774,,,,,,,
Apartamento com piscina e frente para o mar em Boa Viagem,2600000,Residencial,Avenida Boa Viagem,Boa Viagem,51030000,-8.1431589127,-34.9042434692,Imobiliária,4,4,280,280,3,400,,2017-04-09 23:43:55.990334,,,,,,,
Apartamento com playground e salão de festas em Boa Viagem,600000,Residencial,Rua José Paraíso,Boa Viagem,51030390,-8.1349956,-34.9038509,Imobiliária,3,1,95,95,2,400,,2017-04-09 23:43:56.094081,,,,,,,
Apartamento com piscina e sauna em Boa Viagem,3000000,Residencial,Avenida Boa Viagem,Boa Viagem,51030000,-8.1366653442,-34.9019165039,Imobiliária,4,4,384,384,4,400,,2017-04-09 23:43:56.161706,,,,,,,
Apartamento  em Espinheiro,350000,Residencial,Não Informado,Espinheiro,,,,Imobiliária,3,0,100,100,1,400,,2017-04-09 23:43:56.246891,,,,,,,
Casa de condomínio com copa em Bongi,480000,Residencial,Rua Desembargador João Batista,Bongi,50751380,-8.0637949,-34.9187823,Imobiliária,4,2,230,230,3,400,,2017-04-09 23:43:56.379406,,,,,,,
Apartamento com piscina e churrasqueira em Rosarinho,1600000,Residencial,Rua Doutor José Maria,Rosarinho,52041065,-8.0355711,-34.897645,Imobiliária,4,3,178,178,3,400,,2017-04-09 23:43:58.265497,,,,,,,
Apartamento com piscina e churrasqueira em Madalena,570000,Residencial,Rua Antônio Rabelo,Madalena,50610110,-8.0470192,-34.9052636,Imobiliária,3,1,130,130,1,400,,2017-04-09 23:43:56.526580,,,,,,,
Apartamento  em Jaqueira,550000,Residencial,Rua Leonardo Bezerra Cavalcanti,Jaqueira,52060030,-8.0372992,-34.9095994,Imobiliária,3,1,113,113,2,400,,2017-04-09 23:43:56.664786,,,,,,,
Apartamento com piscina e salão de festas em Boa Viagem,615000,Residencial,Rua Bruno Veloso,Boa Viagem,51021280,-8.1216006,-34.8986458,Imobiliária,3,1,91,91,2,400,,2017-04-09 23:43:56.714866,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,750000,Residencial,Rua Amaro Albino Pimentel,Boa Viagem,51020120,-8.1087642,-34.8976657,Imobiliária,4,4,130,130,2,400,,2017-04-09 23:43:56.762898,,,,,,,
Apartamento  em Boa Viagem,2100000,Residencial,Avenida Boa Viagem,Boa Viagem,,,,Imobiliária,4,4,155,155,3,400,,2017-04-09 23:43:56.858292,,,,,,,
Apartamento com piscina em Rosarinho,520000,Residencial,Rua Salvador de Sá,Rosarinho,52041300,-8.031232,-34.8922503,Imobiliária,3,1,86,86,2,400,,2017-04-09 23:43:56.874755,,,,,,,
Apartamento com churrasqueira e playground em Piedade,630000,Residencial,Não Informado,Piedade,,,,Imobiliária,5,2,270,270,2,400,,2017-04-09 23:43:57.341841,,,,,,,
Apartamento com playground e quadra poliesportiva em Aflitos,425000,Residencial,Av. Conselheiro Rosa e Silva,Aflitos,52050345,-8.0413484238,-34.8982072349,Imobiliária,3,1,114,,2,400,,2017-04-09 23:43:57.371667,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,630000,Residencial,Rua Dom José Lopes,Boa Viagem,51021370,-8.1270679,-34.9076695,Imobiliária,3,1,108,108,2,400,,2017-04-09 23:43:57.411541,,,,,,,
Apartamento com piscina e churrasqueira em Espinheiro,240000,Residencial,,Espinheiro,,,,Imobiliária,1,0,33,33,1,400,,2017-04-09 23:43:58.281860,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,620000,Residencial,Rua Antonio Falcao,Boa Viagem,51020240,-8.1134969,-34.8999163,Imobiliária,3,1,82,,2,400,,2017-04-09 23:43:57.492918,,,,,,,
Apartamento com salão de festas em Espinheiro,480000,Residencial,Avenida Conselheiro Rosa e Silva,Espinheiro,52020220,-8.0471957,-34.8970161,Imobiliária,3,1,110,110,2,400,,2017-04-09 23:43:57.502898,,,,,,,
Apartamento  em Boa Viagem,400000,Residencial,Rua Antônio Falcão,Boa Viagem,51020240,-26.9225709,-49.0606445,Imobiliária,3,1,72,,1,400,,2017-04-09 23:43:57.526376,,,,,,,
Apartamento com piscina e esquina em Torre,430000,Residencial,,Torre,,,,Imobiliária,3,1,89,89,2,400,,2017-04-09 23:43:57.744005,,,,,,,
Apartamento com piscina e salão de festas em Madalena,610000,Residencial,Não Informado,Madalena,,,,Imobiliária,3,1,86,86,2,400,,2017-04-09 23:43:57.792375,,,,,,,
Apartamento com piscina e sauna em Boa Viagem,4500000,Residencial,Avenida Boa Viagem,Boa Viagem,51020000,-8.1129970551,-34.8907661438,Imobiliária,4,3,466,466,5,400,,2017-04-09 23:43:57.911701,,,,,,,
Apartamento com salão de festas e salão de jogos em Madalena,580000,Residencial,Rua Januário Barbosa,Madalena,50610060,-8.0505392,-34.9069269,Imobiliária,3,1,89,89,2,400,,2017-04-09 23:43:58.027035,,,,,,,
Apartamento com piscina e churrasqueira em Casa Forte,830000,Residencial,Estrada das Ubáias,Casa Forte,52061080,-8.0314734,-34.9193089,Imobiliária,4,2,137,137,2,400,,2017-04-09 23:43:58.075089,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,400000,Residencial,Rua Doutor João Guilherme de Pontes Sobrinho,Boa Viagem,51021090,-8.125862,-34.9045309,Imobiliária,2,0,82,82,1,400,,2017-04-09 23:43:58.084198,,,,,,,
Apartamento com playground e salão de festas em Casa Forte,475000,Residencial,Avenida Dezessete de Agosto,Casa Forte,52061540,-8.0343998,-34.9212091,Imobiliária,3,1,80,80,2,400,,2017-04-09 23:43:58.635899,,,,,,,
Flat com piscina e sauna em Boa Viagem,430000,Comercial,Avenida Visconde de Jequitinhonha,Boa Viagem,51030020,-8.1270278,-34.903832,Imobiliária,2,1,407,407,1,400,,2017-04-09 23:43:58.761806,,,,,,,
Apartamento com piscina e churrasqueira em Casa Forte,1100000,Residencial,Rua Irmã Maria David,Casa Forte,52061070,-14.235004,-51.92528,Imobiliária,3,3,152,,3,400,,2017-04-09 23:43:58.771133,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,780000,Residencial,,Boa Viagem,,,,Imobiliária,3,1,105,105,2,400,,2017-04-09 23:43:58.799971,,,,,,,
Studio com salão de festas em Boa Viagem,235000,Comercial,Rua Ministro Nelson Hungria,Boa Viagem,51020100,-8.0475622,-34.8769643,Imobiliária,1,0,1,35,1,400,,2017-04-09 23:43:58.819781,,,,,,,
Apartamento  em Boa Viagem,750000,Residencial,Avenida Pedro Paes Mendonça,Boa Viagem,51020480,-8.1148797,-34.900306,Imobiliária,5,2,132,132,2,400,,2017-04-09 23:43:58.850896,,,,,,,
Apartamento com piscina e playground em Madalena,320000,Residencial,Avenida Beira Rio,Madalena,50610100,-8.0464308,-34.9042846,Imobiliária,1,0,40,40,1,400,,2017-04-09 23:43:59.150687,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,650000,Residencial,Avenida Fernando Simões Barbosa,Boa Viagem,51021060,-8.1253654,-34.9017234,Imobiliária,3,1,117,117,2,400,,2017-04-09 23:43:59.225155,,,,,,,
Apartamento  em Boa Viagem,260000,Residencial,,Boa Viagem,,,,Imobiliária,3,1,78,78,1,400,,2017-04-09 23:43:59.271420,,,,,,,
Conjunto Comercial/Sala  em Ilha do Leite,180000,Comercial,Rua Estado de Israel,Ilha do Leite,50070420,-8.0638617,-34.8944727,Imobiliária,0,0,32,32,0,400,,2017-04-09 23:43:59.380195,,,,,,,
Apartamento com piscina e churrasqueira em Madalena,300000,Residencial,Rua Real da Torre,Madalena,50610000,-8.0564184,-34.9093086,Imobiliária,3,1,70,70,1,400,,2017-04-09 23:43:59.412371,,,,,,,
Apartamento  em Rosarinho,350000,Residencial,Rua Joaquim Amaral Cardoso,Rosarinho,52041270,-8.0321579,-34.8937879,Imobiliária,3,1,114,,1,400,,2017-04-09 23:43:59.503653,,,,,,,
Apartamento com piscina e playground em Poco da Panela,650000,Residencial,Rua Engenheiro Jair Furtado Meirelles,Poco da Panela,52061360,-8.0391822,-34.9218155,Imobiliária,3,2,108,,2,400,,2017-04-09 23:43:59.522939,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,2800000,Residencial,Avenida Boa Viagem,Boa Viagem,51020001,-8.1229916,-34.8964363,Imobiliária,4,2,304,304,2,400,,2017-04-09 23:43:59.881108,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,865000,Residencial,Avenida Gal Mac Arthur,Boa Viagem,51150400,-8.1095767,-34.9086507,Imobiliária,4,4,170,,3,400,,2017-04-09 23:43:59.931217,,,,,,,
Apartamento com piscina e churrasqueira em Torre,430000,Residencial,Rua José de Holanda,Torre,50710140,-8.0449518,-34.9094205,Imobiliária,3,1,80,80,2,400,,2017-04-09 23:43:59.981254,,,,,,,
Apartamento com piscina e playground em Aflitos,640000,Residencial,Rua Luiz Rodolfo de Araujo,Aflitos,52050052,-8.0384983,-34.8978839,Imobiliária,3,1,111,186,2,400,,2017-04-09 23:44:00.025020,,,,,,,
Conjunto Comercial/Sala com copa e estacionamento visitantes em Casa Amarela,250000,Comercial,Rua Evaristo da Veiga,Casa Amarela,52070100,-8.0281593,-34.9146259,Imobiliária,0,0,33,,0,400,120,2017-04-09 23:44:00.069609,,,,,,,
Apartamento com piscina e salão de festas em Boa Viagem,610000,Residencial,Rua Antônio de Sá Leitão,Boa Viagem,51020090,-8.110524,-34.8964842,Imobiliária,3,1,86,,2,400,,2017-04-09 23:44:00.076987,,,,,,,
Apartamento com salão de jogos em Torre,310000,Residencial,Rua Conde de Irajá,Torre,50710310,-8.0459747,-34.9063914,Imobiliária,2,1,56,56,1,400,,2017-04-09 23:44:00.107126,,,,,,,
Apartamento com salão de festas em Tamarineira,300000,Residencial,Estrada do Arraial,Tamarineira,52051380,-8.03266,-34.9039944,Imobiliária,3,0,80,80,1,400,,2017-04-09 23:44:00.546087,,,,,,,
Apartamento com piscina e playground em Madalena,750000,Residencial,Não Informado,Madalena,,,,Imobiliária,3,1,91,91,2,400,,2017-04-09 23:44:00.557499,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,700000,Residencial,Avenida Boa Viagem,Boa Viagem,51021000,-8.1273223,-34.8979167,Imobiliária,3,3,163,273,2,400,3200,2017-04-09 23:44:00.614655,,,,,,,
Apartamento com playground e salão de festas em Madalena,450000,Residencial,Rua Ten Antonio Joao,Madalena,52011130,-8.0616733,-34.9093876,Imobiliária,2,1,93,,1,400,,2017-04-09 23:44:00.649835,,,,,,,
Apartamento  em Boa Viagem,420000,Residencial,Avenida Conselheiro Aguiar,Boa Viagem,51111010,-8.1087618,-34.890542,Imobiliária,3,1,111,,2,400,,2017-04-09 23:44:00.710839,,,,,,,
Apartamento com piscina e churrasqueira em Encruzilhada,385000,Residencial,Rua Dona Julieta,Encruzilhada,52041550,-8.034655,-34.8903902,Imobiliária,3,1,62,,2,400,1462,2017-04-09 23:44:00.806619,,,,,,,
Flat com piscina e sauna em Boa Viagem,280000,Comercial,Rua dos Navegantes,Boa Viagem,51020010,-8.1318176,-34.9003913,Imobiliária,1,1,36,36,1,400,,2017-04-09 23:44:00.824167,,,,,,,
Apartamento com playground e salão de festas em Prado,350000,Residencial,Rua Manoel de Arruda Camara,Prado,50720140,-8.0616733,-34.9093876,Imobiliária,3,0,75,,1,400,,2017-04-09 23:44:01.026494,,,,,,,
Conjunto Comercial/Sala com copa em Boa Viagem,200000,Comercial,Rua Antônio Falcão,Boa Viagem,51020240,-8.1152252,-34.8963724,Imobiliária,0,0,36,45,0,400,,2017-04-09 23:44:01.134040,,,,,,,
Apartamento  em Rosarinho,200000,Residencial,Rua Teles Júnior,Rosarinho,52050040,-8.0374955,-34.8967532,Imobiliária,2,0,59,59,2,400,,2017-04-09 23:44:03.037121,,,,,,,
Flat  em Boa Viagem,440000,Comercial,Rua dos Navegantes,Boa Viagem,51020010,-8.1318176,-34.9003913,Imobiliária,1,1,46,46,1,400,,2017-04-09 23:44:01.214341,,,,,,,
Apartamento com churrasqueira e estacionamento visitantes em Varzea,189000,Residencial,Rua Dona Maria Lacerda,Varzea,50741010,-8.0482228,-34.9617321,Imobiliária,2,0,49,49,1,400,,2017-04-09 23:44:01.260491,,,,,,,
Apartamento com copa em Prado,350000,Residencial,Rua Desembargador Adolfo Ciríaco,Prado,50720280,-8.057334,-34.9124637,Imobiliária,3,1,124,158,2,400,,2017-04-09 23:44:01.281685,,,,,,,
Apartamento  em Boa Viagem,356979,Residencial,Rua Antônio Vicente,Boa Viagem,51030480,-8.0475622,-34.8769643,Imobiliária,2,1,58,58,1,400,,2017-04-09 23:44:01.314169,,,,,,,
Apartamento  em Ilha do Leite,200000,Residencial,,Ilha do Leite,,,,Imobiliária,2,0,77,77,1,400,,2017-04-09 23:44:01.401732,,,,,,,
Apartamento com piscina e churrasqueira em Casa Amarela,430000,Residencial,Rua Conselheiro Nabuco,Casa Amarela,52051440,-8.030112,-34.9150792,Imobiliária,3,1,62,62,1,400,,2017-04-09 23:44:01.711562,,,,,,,
Apartamento com piscina e churrasqueira em Boa Vista,370000,Residencial,Rua Fernandes Vieira,Boa Vista,5005020,-8.0562337,-34.8898997,Imobiliária,3,1,69,,1,400,,2017-04-09 23:44:01.752418,,,,,,,
Apartamento  em Aflitos,425000,Residencial,"Rua Angustura,Da",Aflitos,52050340,-8.0358725,-34.8857474,Imobiliária,3,1,94,,1,400,,2017-04-09 23:44:01.772193,,,,,,,
Apartamento com piscina e playground em Torre,519000,Residencial,Rua Benjamin Constant,Torre,53110270,-8.0454976,-34.9080272,Imobiliária,3,1,85,85,2,400,,2017-04-09 23:44:01.818217,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,1000000,Residencial,Rua Capitão Zuzinha,Boa Viagem,51030420,-8.1332717,-34.903451,Imobiliária,4,1,158,,2,400,,2017-04-09 23:44:19.672882,,,,,,,
Casa com piscina e churrasqueira em Poco da Panela,2500000,Residencial,,Poco da Panela,52061204,-14.235004,-51.92528,Imobiliária,5,5,320,410,3,400,,2017-04-09 23:44:01.884993,,,,,,,
Apartamento  em Aflitos,550000,Residencial,"Rua Futuro,Do",Aflitos,52050010,-8.0377326,-34.9019058,Imobiliária,4,1,190,,2,400,,2017-04-09 23:44:01.971453,,,,,,,
Apartamento com piscina e playground em Derby,550000,Residencial,Rua Guilherme Pinto,Derby,52010210,-8.0530700684,-34.9021911621,Imobiliária,3,1,84,84,2,400,,2017-04-09 23:44:01.997801,,,,,,,
Apartamento com piscina e campo de futebol em Casa Amarela,420000,Residencial,Rua Rodrigues Sete,Casa Amarela,52051230,-8.0285422,-34.9079655,Imobiliária,3,1,68,,1,400,,2017-04-09 23:44:02.176897,,,,,,,
Apartamento com piscina e salão de festas em Madalena,610000,Residencial,Não Informado,Madalena,,,,Imobiliária,3,1,86,86,2,400,,2017-04-09 23:44:02.373757,,,,,,,
Apartamento com piscina e churrasqueira em Rosarinho,1300000,Residencial,Rua General Abreu e Lima,Rosarinho,52041040,-8.0339069,-34.8992153,Imobiliária,4,2,145,,2,400,400,2017-04-09 23:44:02.425585,,,,,,,
Casa de condomínio  em Boa Viagem,1450000,Residencial,Rua João Cardoso Aires,Boa Viagem,51130300,-8.1396035,-34.9144407,Imobiliária,4,4,430,430,6,400,,2017-04-09 23:44:02.454672,,,,,,,
Apartamento com copa e playground em Boa Viagem,1600000,Residencial,Rua Pedro Américo Galvão,Boa Viagem,51011560,-8.1019729,-34.8858625,Imobiliária,4,2,167,167,3,400,,2017-04-09 23:44:02.512618,,,,,,,
Apartamento com frente para o mar e salão de festas em Boa Viagem,931000,Residencial,Avenida Boa Viagem,Boa Viagem,51130000,-8.1250089,-34.8974971,Imobiliária,5,2,367,,2,400,,2017-04-09 23:44:02.597397,,,,,,,
Apartamento  em Torre,490000,Residencial,Rua Dom Manoel da Costa,Torre,50710380,-8.0475309,-34.9091948,Imobiliária,3,2,89,89,2,400,,2017-04-09 23:44:02.774269,,,,,,,
Apartamento com piscina e churrasqueira em Madalena,840000,Residencial,,Madalena,,,,Imobiliária,3,1,112,156,3,400,,2017-04-09 23:44:02.865655,,,,,,,
Apartamento com piscina e sauna em Rosarinho,700000,Residencial,Rua Amaro Coutinho,Rosarinho,52041110,-8.03304,-34.895633,Imobiliária,3,1,96,,2,400,,2017-04-09 23:44:03.018803,,,,,,,
Apartamento com piscina e sauna em Boa Viagem,370000,Residencial,Não Informado,Boa Viagem,,,,Imobiliária,2,1,76,76,1,400,,2017-04-09 23:44:03.148172,,,,,,,
Apartamento  em Boa Viagem,320000,Residencial,Rua Padre Carapuceiro,Boa Viagem,51020280,-8.1180666,-34.8998532,Imobiliária,4,1,120,150,1,400,,2017-04-09 23:44:03.172937,,,,,,,
Apartamento  em Torre,375000,Residencial,Rua João de Deus,Torre,50710400,-8.0472927,-34.9114073,Imobiliária,3,1,79,79,1,400,,2017-04-09 23:44:03.261605,,,,,,,
Apartamento com piscina e copa em Boa Viagem,500000,Residencial,,Boa Viagem,,,,Imobiliária,3,1,98,,2,400,,2017-04-09 23:44:03.329917,,,,,,,
Apartamento com piscina e sauna em Madalena,1280000,Residencial,Rua Heitor Maia Filho,Madalena,50720525,-8.0575629,-34.902621,Imobiliária,4,4,207,207,3,400,,2017-04-09 23:44:03.363092,,,,,,,
Apartamento com piscina e churrasqueira em Boa Vista,460000,Residencial,Rua João Fernandes Vieira,Boa Vista,50050200,-8.0521202,-34.8929089,Imobiliária,3,1,76,76,2,400,,2017-04-09 23:44:03.585417,,,,,,,
Apartamento com playground e quadra poliesportiva em Madalena,750000,Residencial,Avenida Beira Rio,Madalena,50070510,-8.069573,-34.8896942,Imobiliária,3,1,142,,2,400,,2017-04-09 23:44:03.666401,,,,,,,
Apartamento com piscina e churrasqueira em Madalena,570000,Residencial,Não Informado,Madalena,,,,Imobiliária,3,1,86,86,2,400,,2017-04-09 23:44:03.726087,,,,,,,
Apartamento com churrasqueira e sauna em Boa Viagem,1500000,Residencial,Rua Félix de Brito Melo,Boa Viagem,51020260,-8.11681,-34.8976588,Imobiliária,4,4,185,185,3,400,,2017-04-09 23:44:03.808569,,,,,,,
Apartamento com piscina e copa em Casa Forte,1500000,Residencial,Rua Piauí,Casa Forte,52061040,-8.0296677,-34.9237963,Imobiliária,4,3,197,197,3,400,,2017-04-09 23:44:03.824208,,,,,,,
Casa de condomínio  em Prado,1200000,Residencial,Rua Carlos de Oliveira Filho,Prado,50720230,-8.0616378,-34.9152604,Imobiliária,5,1,330,330,3,400,,2017-04-09 23:44:03.985353,,,,,,,
Apartamento com piscina e frente para o mar em S Jose,1970000,Residencial,Cais Santa Rita,S Jose,50020360,-8.0713655,-34.8765909,Pessoa Física,3,3,248,,3,400,,2017-04-09 23:44:04.103901,,,,,,,
Apartamento com piscina e playground em Monteiro,475000,Residencial,Avenida Dezessete de Agosto,Monteiro,52061540,-8.0273735,-34.9281265,Imobiliária,3,1,82,110,2,400,,2017-04-09 23:44:20.387262,,,,,,,
Apartamento com piscina e churrasqueira em Casa Forte,1600000,Residencial,Rua Piauí,Casa Forte,52061040,-8.0289004,-34.9255145,Imobiliária,4,3,200,,3,400,6300,2017-04-09 23:44:04.181329,,,,,,,
Conjunto Comercial/Sala  em Ilha do Leite,533664,Comercial,Rua Senador José Henrique,Ilha do Leite,50070460,-26.9225709,-49.0606445,Imobiliária,0,0,53,,809,400,,2017-04-09 23:44:04.216625,,,,,,,
Apartamento com esquina e playground em Varzea,349000,Residencial,Rua João Sales de Menezes,Varzea,50740110,-8.0404080584,-34.9433940577,Imobiliária,3,0,87,87,1,400,,2017-04-09 23:44:04.273370,,,,,,,
Apartamento  em Casa Forte,750000,Residencial,Rua Bianor de Medeiros,Casa Forte,52061120,-8.0310718,-34.9227192,Imobiliária,3,1,121,121,2,400,,2017-04-09 23:44:04.373636,,,,,,,
Apartamento com churrasqueira e copa em Jaqueira,2400000,Residencial,Rua Leonardo Bezerra Cavalcanti,Jaqueira,52060030,-8.0361216,-34.907129,Imobiliária,4,2,360,360,3,400,,2017-04-09 23:44:04.463619,,,,,,,
Apartamento com playground e salão de festas em Casa Amarela,630000,Residencial,Rua Doutor Genaro Guimarães,Casa Amarela,52070040,-8.0290535,-34.9202861,Imobiliária,3,1,98,98,2,400,,2017-04-09 23:44:04.580651,,,,,,,
Apartamento com playground e quadra poliesportiva em Casa Amarela,340000,Residencial,"Estrada Encanamento,Do",Casa Amarela,52070000,-8.0578381,-34.8828969,Imobiliária,2,0,82,,1,400,,2017-04-09 23:44:04.682309,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,699000,Residencial,Rua João Cardoso Aires,Boa Viagem,51130300,-8.1427332,-34.9077245,Imobiliária,4,3,124,124,3,400,,2017-04-09 23:44:04.756169,,,,,,,
Apartamento com piscina em Boa Viagem,920000,Residencial,Aviador Severiano Lins,Boa Viagem,51021011,-8.1075718,-34.8929086,Imobiliária,4,4,137,137,2,400,,2017-04-09 23:44:04.872081,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,550000,Residencial,,Boa Viagem,,,,Imobiliária,3,1,87,,2,400,,2017-04-09 23:44:04.879550,,,,,,,
Apartamento com piscina e churrasqueira em Varzea,270000,Residencial,Rua Antônio Nogueira,Varzea,50740290,-8.0399554,-34.948801,Imobiliária,2,1,55,55,1,400,,2017-04-09 23:44:09.158840,,,,,,,
Apartamento com piscina e churrasqueira em Casa Forte,1620000,Residencial,Praça de Casa Forte,Casa Forte,52061420,-8.0340031,-34.9186282,Imobiliária,4,4,200,200,3,400,,2017-04-09 23:44:04.953662,,,,,,,
Chácara com piscina em Guabiraba,530000,Comercial,Rodovia Br-101 Sul,Guabiraba,50780627,-8.036886,-34.9414193,Imobiliária,4,2,6000,,0,400,,2017-04-09 23:44:05.030925,,,,,,,
